Date,average_price,small_hass_volume,large_hass_volume,extra_l_hass_volume,type,yr,region,wk
2017-12-31,0.84,146333.69,91027.9,25276.56,conventional,2017,Detroit,53
2017-12-24,1.25,50834.19,57335.28,15610.47,conventional,2017,Detroit,52
2017-12-17,1.08,60128.92,98625.18,32609.74,conventional,2017,Detroit,51
2017-12-10,1.13,89161.52,44929.63,10001.86,conventional,2017,Detroit,50
2017-12-03,0.97,101693,183341,36621,conventional,2017,Detroit,49
2017-11-26,1.21,71317,40629,7259,conventional,2017,Detroit,48
2017-11-19,0.99,112881,39979,7326,conventional,2017,Detroit,47
2017-11-12,0.93,163957,42219,8156,conventional,2017,Detroit,46
2017-11-05,1,154127.34,42917.02,7701.33,conventional,2017,Detroit,45
2017-10-29,1.28,91775.45,40457.01,8828.78,conventional,2017,Detroit,44
2017-10-22,1.59,57747.31,39113.6,10512.03,conventional,2017,Detroit,43
2017-10-15,1.79,57304.56,33515.01,10114.48,conventional,2017,Detroit,42
2017-10-08,1.94,55417.49,17297.6,18345.32,conventional,2017,Detroit,41
2017-10-01,1.88,56101.34,24145.02,19204.17,conventional,2017,Detroit,40
2017-09-24,1.82,61575.52,32561.28,24622.65,conventional,2017,Detroit,39
2017-09-17,1.84,56672.38,29720.64,23010.55,conventional,2017,Detroit,38
2017-09-10,1.8,60774.27,32685.75,23392.18,conventional,2017,Detroit,37
2017-09-03,1.68,58131.6,35365.15,25800.11,conventional,2017,Detroit,36
2017-08-27,1.32,99924.49,29648.99,23558.08,conventional,2017,Detroit,35
2017-08-20,1.25,113908.85,34529.25,26555.78,conventional,2017,Detroit,34
2017-08-13,1.55,64304.67,33590.3,27839.54,conventional,2017,Detroit,33
2017-08-06,1.25,101371.87,45320.08,41542.27,conventional,2017,Detroit,32
2017-07-30,1.29,114942.57,39063.15,27664.07,conventional,2017,Detroit,31
2017-07-23,1.55,66396.62,40479,30384.25,conventional,2017,Detroit,30
2017-07-16,1.18,100370,55199.44,46609.96,conventional,2017,Detroit,29
2017-07-09,0.99,119584.9,56064.04,43719.76,conventional,2017,Detroit,28
2017-07-02,1.22,65065.41,63951.02,42737.51,conventional,2017,Detroit,27
2017-06-25,1.01,96114.24,58116.71,14203.42,conventional,2017,Detroit,26
2017-06-18,0.85,127581.26,129555.86,35982.95,conventional,2017,Detroit,25
2017-06-11,1.28,71644.61,61426.82,17894.09,conventional,2017,Detroit,24
2017-06-04,1.26,77883.8,57322.69,35156.7,conventional,2017,Detroit,23
2017-05-28,1.29,83266.74,48464.11,42531.88,conventional,2017,Detroit,22
2017-05-21,1.32,71333.9,44186.58,36112.15,conventional,2017,Detroit,21
2017-05-14,1.03,110697.8,44186.84,40589.56,conventional,2017,Detroit,20
2017-05-07,0.99,160714.71,82132.76,84740.62,conventional,2017,Detroit,19
2017-04-30,1.48,64498.25,50224.27,37837.43,conventional,2017,Detroit,18
2017-04-23,1.46,60299.3,42596.28,33427.76,conventional,2017,Detroit,17
2017-04-16,1.45,68514.24,51563.48,38761.83,conventional,2017,Detroit,16
2017-04-09,1.51,64658.67,48429.11,33629.99,conventional,2017,Detroit,15
2017-04-02,1.48,65914.28,45497.47,33828.6,conventional,2017,Detroit,14
2017-03-26,1.48,69601.63,44602.74,30844.93,conventional,2017,Detroit,13
2017-03-19,1.48,71290.38,45054.51,26987.7,conventional,2017,Detroit,12
2017-03-12,1.44,73391.3,40214.51,26073.5,conventional,2017,Detroit,11
2017-03-05,0.97,117593.23,42026.91,24897.12,conventional,2017,Detroit,10
2017-02-26,0.83,133389.93,105832.88,79598.84,conventional,2017,Detroit,9
2017-02-19,1.07,82084.73,46507.12,20143.65,conventional,2017,Detroit,8
2017-02-12,0.74,148920.01,87966.44,9992.23,conventional,2017,Detroit,7
2017-02-05,0.65,214826.74,228906.58,25712.14,conventional,2017,Detroit,6
2017-01-29,1.01,125847.46,70435.94,6902.42,conventional,2017,Detroit,5
2017-01-22,0.84,129912.94,202323.91,25797.7,conventional,2017,Detroit,4
2017-01-15,0.98,124452.62,72303.07,7243.19,conventional,2017,Detroit,3
2017-01-08,0.9,157160.74,76519.91,7819.3,conventional,2017,Detroit,2
2017-01-01,0.75,100364.1,165059.57,18804.24,conventional,2017,Detroit,1
2017-12-31,1.09,2522.84,103361.16,58453.24,conventional,2017,GrandRapids,53
2017-12-24,1.64,2190.4,59470.2,28289.38,conventional,2017,GrandRapids,52
2017-12-17,1.25,2042.43,74185.34,48181.44,conventional,2017,GrandRapids,51
2017-12-10,1.61,2211.54,52467.15,17501.9,conventional,2017,GrandRapids,50
2017-12-03,0.99,2268,182507,65476,conventional,2017,GrandRapids,49
2017-11-26,1.65,1864,50330,11404,conventional,2017,GrandRapids,48
2017-11-19,1.4,2688,68242,15683,conventional,2017,GrandRapids,47
2017-11-12,1.59,2585,49202,17062,conventional,2017,GrandRapids,46
2017-11-05,1.7,2335.02,46898.66,18583.72,conventional,2017,GrandRapids,45
2017-10-29,1.55,2263.72,65813.83,21510.67,conventional,2017,GrandRapids,44
2017-10-22,1.96,2538.84,37656.26,21937.7,conventional,2017,GrandRapids,43
2017-10-15,2.07,3559.98,37970.75,18550.88,conventional,2017,GrandRapids,42
2017-10-08,2.19,2689.21,30568.23,19624.56,conventional,2017,GrandRapids,41
2017-10-01,2.09,3178.13,35898.69,19397.32,conventional,2017,GrandRapids,40
2017-09-24,1.96,2101.47,48552.76,24966.57,conventional,2017,GrandRapids,39
2017-09-17,1.99,1713.76,40378.99,23054.23,conventional,2017,GrandRapids,38
2017-09-10,1.86,2360.3,46227.08,23127.7,conventional,2017,GrandRapids,37
2017-09-03,1.65,2659.69,52612.04,28692.1,conventional,2017,GrandRapids,36
2017-08-27,1.74,1978.65,45102.68,25971.21,conventional,2017,GrandRapids,35
2017-08-20,1.7,2503.59,47876.89,29038.08,conventional,2017,GrandRapids,34
2017-08-13,1.7,3912.7,48945.22,30208.75,conventional,2017,GrandRapids,33
2017-08-06,1.45,2082.16,69687.29,45132.06,conventional,2017,GrandRapids,32
2017-07-30,1.63,2162.74,49417.9,30794.05,conventional,2017,GrandRapids,31
2017-07-23,1.68,2240.69,56572.58,33294.94,conventional,2017,GrandRapids,30
2017-07-16,1.42,2520.38,70377.13,52300.71,conventional,2017,GrandRapids,29
2017-07-09,1.43,2225.4,71380.42,47480.65,conventional,2017,GrandRapids,28
2017-07-02,1.51,2073.97,71125.6,51887.02,conventional,2017,GrandRapids,27
2017-06-25,1.74,2010.17,54017.53,29866.67,conventional,2017,GrandRapids,26
2017-06-18,1.29,2180.87,96015.63,81813.26,conventional,2017,GrandRapids,25
2017-06-11,1.79,2308.29,64251.02,34921.76,conventional,2017,GrandRapids,24
2017-06-04,1.88,2254.78,74167.19,35468.43,conventional,2017,GrandRapids,23
2017-05-28,1.85,1824.13,70747.33,36364.98,conventional,2017,GrandRapids,22
2017-05-21,1.88,1972.51,64369.19,30992.24,conventional,2017,GrandRapids,21
2017-05-14,1.87,1659.83,68015.22,33883.15,conventional,2017,GrandRapids,20
2017-05-07,1.46,2037.53,134403.02,68209.7,conventional,2017,GrandRapids,19
2017-04-30,1.83,2008.8,72819.17,33054.67,conventional,2017,GrandRapids,18
2017-04-23,1.67,1826.18,67510.44,28859.88,conventional,2017,GrandRapids,17
2017-04-16,1.67,1857.22,80672.38,34537.85,conventional,2017,GrandRapids,16
2017-04-09,1.73,2187.7,69915.75,29243.42,conventional,2017,GrandRapids,15
2017-04-02,1.73,1804.04,68299.15,25528,conventional,2017,GrandRapids,14
2017-03-26,1.71,1890.37,71916.37,25542.69,conventional,2017,GrandRapids,13
2017-03-19,1.73,1749.65,70210.67,23436.73,conventional,2017,GrandRapids,12
2017-03-12,1.73,1645.17,64057.69,21287.24,conventional,2017,GrandRapids,11
2017-03-05,1.5,1498.24,59098.06,17801.4,conventional,2017,GrandRapids,10
2017-02-26,1.02,1386.96,140947.2,48369.8,conventional,2017,GrandRapids,9
2017-02-19,1.42,1224.48,80219.4,17743.37,conventional,2017,GrandRapids,8
2017-02-12,1.13,1277.43,107963.46,8309.17,conventional,2017,GrandRapids,7
2017-02-05,0.81,1573.98,298897.77,8303.14,conventional,2017,GrandRapids,6
2017-01-29,1.29,1391.78,100681.06,5482.22,conventional,2017,GrandRapids,5
2017-01-22,0.92,1152.99,227003.5,12962.62,conventional,2017,GrandRapids,4
2017-01-15,1.29,935.22,107348.7,2863.54,conventional,2017,GrandRapids,3
2017-01-08,1.26,1225.77,102134.85,3082.6,conventional,2017,GrandRapids,2
2017-01-01,0.77,1217.67,224774.25,7582.69,conventional,2017,GrandRapids,1
2017-12-31,0.92,1092011.22,1740608.6,364049.45,conventional,2017,GreatLakes,53
2017-12-24,1.3,507534.15,1076521.4,274898.24,conventional,2017,GreatLakes,52
2017-12-17,1.22,605188.35,1037403.48,314592.44,conventional,2017,GreatLakes,51
2017-12-10,1.18,609987.32,926924.56,158478.97,conventional,2017,GreatLakes,50
2017-12-03,1.15,603156,1732528,317891,conventional,2017,GreatLakes,49
2017-11-26,1.38,483896,837408,128863,conventional,2017,GreatLakes,48
2017-11-19,1.23,581511,991256,155562,conventional,2017,GreatLakes,47
2017-11-12,1.19,699961,1049661,151409,conventional,2017,GreatLakes,46
2017-11-05,1.26,696600.38,1043530.21,144063.19,conventional,2017,GreatLakes,45
2017-10-29,1.52,570308.79,901889.6,159959.25,conventional,2017,GreatLakes,44
2017-10-22,1.75,444286.92,806545.92,170360.42,conventional,2017,GreatLakes,43
2017-10-15,1.86,446922.8,801194.66,160272.53,conventional,2017,GreatLakes,42
2017-10-08,1.98,419515.35,658131.8,166808.35,conventional,2017,GreatLakes,41
2017-10-01,1.89,444534.18,780137.97,169347.13,conventional,2017,GreatLakes,40
2017-09-24,1.83,458465.32,895147.87,165462.95,conventional,2017,GreatLakes,39
2017-09-17,1.86,421369.74,851995.69,199189.12,conventional,2017,GreatLakes,38
2017-09-10,1.81,441483.65,913391.31,215802.18,conventional,2017,GreatLakes,37
2017-09-03,1.73,445855.59,975125.15,235105.19,conventional,2017,GreatLakes,36
2017-08-27,1.49,629034.1,996526.74,225401.1,conventional,2017,GreatLakes,35
2017-08-20,1.44,666458.42,1089386.32,263855.97,conventional,2017,GreatLakes,34
2017-08-13,1.57,504445.27,1051826.5,264838.37,conventional,2017,GreatLakes,33
2017-08-06,1.42,574437.85,1199617.75,327392.03,conventional,2017,GreatLakes,32
2017-07-30,1.44,628374.02,1159890.3,265494.92,conventional,2017,GreatLakes,31
2017-07-23,1.47,557159.67,1180490.16,267511.89,conventional,2017,GreatLakes,30
2017-07-16,1.38,613737.91,1337473.31,342667.93,conventional,2017,GreatLakes,29
2017-07-09,1.2,695313.32,1385858.46,373472.43,conventional,2017,GreatLakes,28
2017-07-02,1.18,740503.01,1423924.97,356791.68,conventional,2017,GreatLakes,27
2017-06-25,1.15,718886.46,1270259.61,253074.81,conventional,2017,GreatLakes,26
2017-06-18,1.12,707122.82,1685604.76,403401.16,conventional,2017,GreatLakes,25
2017-06-11,1.27,596035.19,1338515.62,248948.07,conventional,2017,GreatLakes,24
2017-06-04,1.33,559144.79,1336833.13,287895.63,conventional,2017,GreatLakes,23
2017-05-28,1.37,580440.94,1365403.08,269625.44,conventional,2017,GreatLakes,22
2017-05-21,1.34,605625.06,1302177.14,268428.07,conventional,2017,GreatLakes,21
2017-05-14,1.19,649626.44,1290414.96,302082.61,conventional,2017,GreatLakes,20
2017-05-07,1.1,923002.11,1932630.68,469332.59,conventional,2017,GreatLakes,19
2017-04-30,1.38,633332.25,1431880.81,277355.63,conventional,2017,GreatLakes,18
2017-04-23,1.38,536784.83,1228762.83,224335.83,conventional,2017,GreatLakes,17
2017-04-16,1.36,561509.96,1337527.18,255439.7,conventional,2017,GreatLakes,16
2017-04-09,1.41,583906.3,1255688.28,235145.52,conventional,2017,GreatLakes,15
2017-04-02,1.41,504640.46,1212295.86,224247.43,conventional,2017,GreatLakes,14
2017-03-26,1.42,474956.6,1228379.13,223458.77,conventional,2017,GreatLakes,13
2017-03-19,1.39,463863.64,1224340.81,212871.38,conventional,2017,GreatLakes,12
2017-03-12,1.38,460240.32,1259335.82,211090.34,conventional,2017,GreatLakes,11
2017-03-05,1.24,563498.27,1313704.16,195550.24,conventional,2017,GreatLakes,10
2017-02-26,1.08,565282.75,1692494.9,368973.25,conventional,2017,GreatLakes,9
2017-02-19,1.1,458082.87,1329999.72,224790.76,conventional,2017,GreatLakes,8
2017-02-12,0.88,765348.23,1694610.53,249248.52,conventional,2017,GreatLakes,7
2017-02-05,0.73,1338529.97,3117639.02,322305.24,conventional,2017,GreatLakes,6
2017-01-29,1.01,593815.23,1631554.73,181118.9,conventional,2017,GreatLakes,5
2017-01-22,0.95,680490.86,2241043.46,234650.47,conventional,2017,GreatLakes,4
2017-01-15,1.05,667328.63,1705655.8,182713.77,conventional,2017,GreatLakes,3
2017-01-08,0.99,725716.77,1755106.4,195159.52,conventional,2017,GreatLakes,2
2017-01-01,0.88,636277.7,2157249.6,189356.95,conventional,2017,GreatLakes,1
2017-12-31,1.37,35962.67,106173.46,56.99,conventional,2017,HarrisburgScranton,53
2017-12-24,1.37,37343.09,115065.17,82,conventional,2017,HarrisburgScranton,52
2017-12-17,1.37,35590.92,101937.4,71.96,conventional,2017,HarrisburgScranton,51
2017-12-10,1.13,43089.18,163729.22,84.84,conventional,2017,HarrisburgScranton,50
2017-12-03,1.27,39382,127730,91,conventional,2017,HarrisburgScranton,49
2017-11-26,1.3,30488,89564,97,conventional,2017,HarrisburgScranton,48
2017-11-19,1.3,30820,97308,125,conventional,2017,HarrisburgScranton,47
2017-11-12,1.38,31166,99684,74,conventional,2017,HarrisburgScranton,46
2017-11-05,1.45,31048.2,99317.22,76.31,conventional,2017,HarrisburgScranton,45
2017-10-29,1.47,30541.03,117170.48,36.92,conventional,2017,HarrisburgScranton,44
2017-10-22,1.43,30373.68,111836.53,29.48,conventional,2017,HarrisburgScranton,43
2017-10-15,1.48,32691.3,112916.52,74.12,conventional,2017,HarrisburgScranton,42
2017-10-08,1.54,34256.95,79474.31,139.28,conventional,2017,HarrisburgScranton,41
2017-10-01,1.45,37491.09,115716.48,192.67,conventional,2017,HarrisburgScranton,40
2017-09-24,1.44,36336.43,122032.96,70.71,conventional,2017,HarrisburgScranton,39
2017-09-17,1.46,32973.74,107531.22,54.93,conventional,2017,HarrisburgScranton,38
2017-09-10,1.51,32675.66,97799.79,61.9,conventional,2017,HarrisburgScranton,37
2017-09-03,1.53,39153.66,117858.62,49.9,conventional,2017,HarrisburgScranton,36
2017-08-27,1.48,40614.08,112224.82,30.39,conventional,2017,HarrisburgScranton,35
2017-08-20,1.47,40413.35,104200.02,62.76,conventional,2017,HarrisburgScranton,34
2017-08-13,1.43,42116.11,127782.88,58.29,conventional,2017,HarrisburgScranton,33
2017-08-06,1.37,42012.76,129112.23,58.47,conventional,2017,HarrisburgScranton,32
2017-07-30,1.36,41369.26,115565.26,55.81,conventional,2017,HarrisburgScranton,31
2017-07-23,1.38,44426.16,116786.25,100.44,conventional,2017,HarrisburgScranton,30
2017-07-16,1.38,42951.31,120360.02,131.85,conventional,2017,HarrisburgScranton,29
2017-07-09,1.47,41065.78,129466.37,176.98,conventional,2017,HarrisburgScranton,28
2017-07-02,1.48,40997.57,111399.05,155.12,conventional,2017,HarrisburgScranton,27
2017-06-25,1.46,40132.56,121032.8,92.67,conventional,2017,HarrisburgScranton,26
2017-06-18,1.5,45186.48,131057.91,86.44,conventional,2017,HarrisburgScranton,25
2017-06-11,1.5,50902.99,115824.28,93.56,conventional,2017,HarrisburgScranton,24
2017-06-04,1.55,50484.86,118452.04,139.39,conventional,2017,HarrisburgScranton,23
2017-05-28,1.56,53527.9,137082.84,170.2,conventional,2017,HarrisburgScranton,22
2017-05-21,1.51,52736.28,119601.86,179.49,conventional,2017,HarrisburgScranton,21
2017-05-14,1.54,52237.47,95012.5,152.37,conventional,2017,HarrisburgScranton,20
2017-05-07,1.51,53636.12,140316.58,208.35,conventional,2017,HarrisburgScranton,19
2017-04-30,1.48,54369.02,135977,123.86,conventional,2017,HarrisburgScranton,18
2017-04-23,1.49,53508.78,103642.1,52.7,conventional,2017,HarrisburgScranton,17
2017-04-16,1.56,50600.52,123726.97,83.48,conventional,2017,HarrisburgScranton,16
2017-04-09,1.48,47837.77,121350.21,124.82,conventional,2017,HarrisburgScranton,15
2017-04-02,1.46,53424.06,110824.96,74.27,conventional,2017,HarrisburgScranton,14
2017-03-26,1.38,52944.04,131659.03,340.26,conventional,2017,HarrisburgScranton,13
2017-03-19,1.4,59161.21,118545.42,245.2,conventional,2017,HarrisburgScranton,12
2017-03-12,1.42,51306.88,126552.09,107.88,conventional,2017,HarrisburgScranton,11
2017-03-05,1.19,53961.57,151537,745.71,conventional,2017,HarrisburgScranton,10
2017-02-26,1.29,52855.29,139066.59,100.84,conventional,2017,HarrisburgScranton,9
2017-02-19,1.28,56042.2,104680.99,184.45,conventional,2017,HarrisburgScranton,8
2017-02-12,1.13,105170.96,106548.49,367.91,conventional,2017,HarrisburgScranton,7
2017-02-05,1.14,117876.11,153442.16,4525.24,conventional,2017,HarrisburgScranton,6
2017-01-29,1.25,64322.44,129735.77,1855.78,conventional,2017,HarrisburgScranton,5
2017-01-22,1.4,49774.5,135845.63,3688.76,conventional,2017,HarrisburgScranton,4
2017-01-15,1.44,47536.54,126095.12,791.62,conventional,2017,HarrisburgScranton,3
2017-01-08,1.3,51590.9,153751.13,98.83,conventional,2017,HarrisburgScranton,2
2017-01-01,1.35,41800.77,136109.66,420.83,conventional,2017,HarrisburgScranton,1
2017-12-31,1.42,4805.09,183945.55,178.97,conventional,2017,HartfordSpringfield,53
2017-12-24,1.5,5610.69,161963.18,198.18,conventional,2017,HartfordSpringfield,52
2017-12-17,1.44,6271.96,160129.76,112.41,conventional,2017,HartfordSpringfield,51
2017-12-10,1.14,18098,359319.53,162.16,conventional,2017,HartfordSpringfield,50
2017-12-03,1.55,5716,166828,171,conventional,2017,HartfordSpringfield,49
2017-11-26,1.38,5695,153323,88,conventional,2017,HartfordSpringfield,48
2017-11-19,1.38,4591,169972,131,conventional,2017,HartfordSpringfield,47
2017-11-12,1.56,6490,162389,206,conventional,2017,HartfordSpringfield,46
2017-11-05,1.53,5209.01,161648.13,106.23,conventional,2017,HartfordSpringfield,45
2017-10-29,1.53,5938.74,188044,173.6,conventional,2017,HartfordSpringfield,44
2017-10-22,1.5,7441.12,179802.05,151.61,conventional,2017,HartfordSpringfield,43
2017-10-15,1.58,7043.32,177668.62,73,conventional,2017,HartfordSpringfield,42
2017-10-08,1.6,7540.43,159211.65,174.29,conventional,2017,HartfordSpringfield,41
2017-10-01,1.6,6770.97,189987.47,76.86,conventional,2017,HartfordSpringfield,40
2017-09-24,1.59,4809.81,181192.01,81.52,conventional,2017,HartfordSpringfield,39
2017-09-17,1.54,7488.87,162728.73,73.1,conventional,2017,HartfordSpringfield,38
2017-09-10,1.57,5195.18,182049.97,130.21,conventional,2017,HartfordSpringfield,37
2017-09-03,1.74,4476.51,165217.63,79.27,conventional,2017,HartfordSpringfield,36
2017-08-27,1.78,4245.98,160115.84,67.41,conventional,2017,HartfordSpringfield,35
2017-08-20,1.74,3659.65,155326.78,79.42,conventional,2017,HartfordSpringfield,34
2017-08-13,1.63,4240,193118.61,164.97,conventional,2017,HartfordSpringfield,33
2017-08-06,1.6,5057.28,200007.7,223.22,conventional,2017,HartfordSpringfield,32
2017-07-30,1.56,5477.9,190639.6,130.79,conventional,2017,HartfordSpringfield,31
2017-07-23,1.59,8142.48,201585.67,62.7,conventional,2017,HartfordSpringfield,30
2017-07-16,1.59,10004.17,205771.6,129.66,conventional,2017,HartfordSpringfield,29
2017-07-09,1.72,10848.33,198967.11,142.4,conventional,2017,HartfordSpringfield,28
2017-07-02,1.76,9173.43,191483.01,549.47,conventional,2017,HartfordSpringfield,27
2017-06-25,1.68,8658.16,220849.19,134.57,conventional,2017,HartfordSpringfield,26
2017-06-18,1.79,5734.57,195637.72,124.6,conventional,2017,HartfordSpringfield,25
2017-06-11,1.75,11601.99,218427.65,135.11,conventional,2017,HartfordSpringfield,24
2017-06-04,1.81,10922.08,216912.96,148.68,conventional,2017,HartfordSpringfield,23
2017-05-28,1.85,10672.4,225753.07,210.84,conventional,2017,HartfordSpringfield,22
2017-05-21,1.8,10370.09,208423.4,169.35,conventional,2017,HartfordSpringfield,21
2017-05-14,1.76,4501.51,193014.31,269.13,conventional,2017,HartfordSpringfield,20
2017-05-07,1.61,6754.65,251849.93,310.83,conventional,2017,HartfordSpringfield,19
2017-04-30,1.66,7020.54,234305.43,228.33,conventional,2017,HartfordSpringfield,18
2017-04-23,1.76,8180.9,201383.54,202.5,conventional,2017,HartfordSpringfield,17
2017-04-16,1.8,6808.85,189287.26,128.05,conventional,2017,HartfordSpringfield,16
2017-04-09,1.74,7409.75,199909.01,161.85,conventional,2017,HartfordSpringfield,15
2017-04-02,1.71,10131.3,204310.58,345.18,conventional,2017,HartfordSpringfield,14
2017-03-26,1.58,7860.88,203663.76,1524.94,conventional,2017,HartfordSpringfield,13
2017-03-19,1.66,5615.33,195073.06,691.53,conventional,2017,HartfordSpringfield,12
2017-03-12,1.65,4902.42,186372.61,162.89,conventional,2017,HartfordSpringfield,11
2017-03-05,1.25,8437.42,316785.84,265.3,conventional,2017,HartfordSpringfield,10
2017-02-26,1.59,11083.37,193422.27,350.5,conventional,2017,HartfordSpringfield,9
2017-02-19,1.3,30000.58,167971.32,598.22,conventional,2017,HartfordSpringfield,8
2017-02-12,1.14,85641.41,249990.68,2290.06,conventional,2017,HartfordSpringfield,7
2017-02-05,1.2,52460.96,356398.62,23027.59,conventional,2017,HartfordSpringfield,6
2017-01-29,1.46,4741.29,220159.57,3935.43,conventional,2017,HartfordSpringfield,5
2017-01-22,1.47,4349.36,247185.31,13325.62,conventional,2017,HartfordSpringfield,4
2017-01-15,1.43,4665.17,223678.05,7893.25,conventional,2017,HartfordSpringfield,3
2017-01-08,1.25,5105.33,315473.05,306.22,conventional,2017,HartfordSpringfield,2
2017-01-01,1.64,2772.36,188107.91,2695.77,conventional,2017,HartfordSpringfield,1
2017-12-31,0.78,564063.25,209000.62,4194.25,conventional,2017,Houston,53
2017-12-24,0.99,486643.36,150511.24,3020.72,conventional,2017,Houston,52
2017-12-17,0.98,429276.67,184347.17,2606.12,conventional,2017,Houston,51
2017-12-10,0.79,459265.36,294180.18,6828.23,conventional,2017,Houston,50
2017-12-03,0.77,540763,289729,7694,conventional,2017,Houston,49
2017-11-26,0.88,501157,134619,2692,conventional,2017,Houston,48
2017-11-19,0.89,620361,134476,2776,conventional,2017,Houston,47
2017-11-12,0.88,514065,251034,6534,conventional,2017,Houston,46
2017-11-05,0.95,526090.63,264224.32,4359.04,conventional,2017,Houston,45
2017-10-29,1.12,481864.71,189258.96,2105.74,conventional,2017,Houston,44
2017-10-22,1.16,492168.22,128029.43,1834.84,conventional,2017,Houston,43
2017-10-15,1.26,476686.67,149935.14,1866.1,conventional,2017,Houston,42
2017-10-08,1.29,491561.89,146966.38,1449.29,conventional,2017,Houston,41
2017-10-01,1.29,472251.74,141695.25,2169.62,conventional,2017,Houston,40
2017-09-24,1.25,470511.08,145808.34,1812.37,conventional,2017,Houston,39
2017-09-17,1.2,460806.95,171011.56,2264.51,conventional,2017,Houston,38
2017-09-10,1.1,606027.02,165584.72,2452.1,conventional,2017,Houston,37
2017-09-03,1.19,426423.84,171139.39,1860.58,conventional,2017,Houston,36
2017-08-27,1.16,510226.8,195358.46,1867.94,conventional,2017,Houston,35
2017-08-20,1.01,458024.37,216584.11,1575.76,conventional,2017,Houston,34
2017-08-13,0.99,406049.08,395755.28,6723.26,conventional,2017,Houston,33
2017-08-06,0.99,552895.89,251754,3739.05,conventional,2017,Houston,32
2017-07-30,1,536258.78,203627.59,2676.17,conventional,2017,Houston,31
2017-07-23,1.02,510127.52,214165.71,3006.89,conventional,2017,Houston,30
2017-07-16,1.01,475986.48,251487.71,4545.5,conventional,2017,Houston,29
2017-07-09,0.78,565234.2,223073.67,3020.2,conventional,2017,Houston,28
2017-07-02,0.83,559731.32,240188.7,4720.91,conventional,2017,Houston,27
2017-06-25,0.82,569850.04,285476.88,2928.68,conventional,2017,Houston,26
2017-06-18,0.77,583952.66,412002.26,7010.41,conventional,2017,Houston,25
2017-06-11,0.89,627610.5,201534.03,5451.76,conventional,2017,Houston,24
2017-06-04,0.83,603106.83,192105.68,4926.04,conventional,2017,Houston,23
2017-05-28,0.87,627786.36,268181.39,5549.79,conventional,2017,Houston,22
2017-05-21,0.83,579270.57,219956.52,3706.26,conventional,2017,Houston,21
2017-05-14,0.79,625728.18,231431.19,3248.89,conventional,2017,Houston,20
2017-05-07,0.74,732114.63,350523.8,3364.51,conventional,2017,Houston,19
2017-04-30,0.72,576270.01,451254.61,10440.51,conventional,2017,Houston,18
2017-04-23,0.68,665435.93,352920.48,5646.02,conventional,2017,Houston,17
2017-04-16,0.76,820487.46,207708.35,3383.48,conventional,2017,Houston,16
2017-04-09,0.81,684059.72,272460.29,7690.78,conventional,2017,Houston,15
2017-04-02,0.7,879079.77,183771.99,3906.52,conventional,2017,Houston,14
2017-03-26,0.83,663134.3,182628.92,5896.58,conventional,2017,Houston,13
2017-03-19,0.85,653306.71,183349.68,21365.41,conventional,2017,Houston,12
2017-03-12,0.9,619358.06,151499.32,29781.99,conventional,2017,Houston,11
2017-03-05,0.74,697103.02,161909.48,40611.87,conventional,2017,Houston,10
2017-02-26,0.53,1067091.8,116819.32,42393.74,conventional,2017,Houston,9
2017-02-19,0.67,565042.04,142847.65,63757.91,conventional,2017,Houston,8
2017-02-12,0.58,781130.12,148459.74,71472.3,conventional,2017,Houston,7
2017-02-05,0.55,1026765.08,406006.03,140962.93,conventional,2017,Houston,6
2017-01-29,0.7,789020.2,215934.35,58981.08,conventional,2017,Houston,5
2017-01-22,0.68,798585.87,170357.81,4719.74,conventional,2017,Houston,4
2017-01-15,0.53,1134750.48,184545.5,2711.5,conventional,2017,Houston,3
2017-01-08,0.57,933181.79,198434.84,2690.98,conventional,2017,Houston,2
2017-01-01,0.51,985040.19,290583.75,6313.88,conventional,2017,Houston,1
2017-12-31,0.96,67904.72,57394.76,13768.33,conventional,2017,Indianapolis,53
2017-12-24,1.3,22248.67,58457.91,12103.69,conventional,2017,Indianapolis,52
2017-12-17,1.26,18371.92,58045.77,9259.69,conventional,2017,Indianapolis,51
2017-12-10,1.26,9368.9,83042.64,1754.24,conventional,2017,Indianapolis,50
2017-12-03,1.25,8806,103238,2338,conventional,2017,Indianapolis,49
2017-11-26,1.4,7132,51923,608,conventional,2017,Indianapolis,48
2017-11-19,1.08,7408,76810,613,conventional,2017,Indianapolis,47
2017-11-12,1.03,11814,89236,1037,conventional,2017,Indianapolis,46
2017-11-05,1.26,8575.56,86633.97,752.93,conventional,2017,Indianapolis,45
2017-10-29,1.63,8565.38,65715.28,870.81,conventional,2017,Indianapolis,44
2017-10-22,1.67,8944.76,57230.12,603.48,conventional,2017,Indianapolis,43
2017-10-15,1.76,9351.2,52216.91,631.41,conventional,2017,Indianapolis,42
2017-10-08,1.97,10071.88,37063.61,607.85,conventional,2017,Indianapolis,41
2017-10-01,1.84,9051.01,53986.11,972.08,conventional,2017,Indianapolis,40
2017-09-24,1.74,7948.8,63487.06,867.35,conventional,2017,Indianapolis,39
2017-09-17,1.86,7889.87,55951.98,800.26,conventional,2017,Indianapolis,38
2017-09-10,1.86,8832.22,60421.9,787.37,conventional,2017,Indianapolis,37
2017-09-03,1.7,7686.15,61680.49,879.27,conventional,2017,Indianapolis,36
2017-08-27,1.29,8671.85,83185.36,1093,conventional,2017,Indianapolis,35
